ADVANCED;継;(けい, つ);잇다, 계속하다;断;(だん, た);끊다;'계속'을 일본어로 어떻게 표현할까요?;継続(けいぞく);계속;継承(けいしょう);계승;中断(ちゅうだん);중단;断絶(だんぜつ);단절;<ruby><rb>事業</rb><rt>じぎょう</rt></ruby>を<ruby><rb>継続</rb><rt>けいぞく</rt></ruby>するか<ruby><rb>中断</rb><rt>ちゅうだん</rt></ruby>するか<ruby><rb>決</rb><rt>き</rt></ruby>めました。;사업을 계속할지 중단할지 결정했습니다.;けいぞく (継続);'계속'은 일본어로 継続(けいぞく)라고 표현합니다. 오늘 배운 継(けい)를 사용한 단어였습니다!
ADVANCED;擁;(よう);껴안다, 옹호하다;排;(はい);배척하다;'지지'를 일본어로 무엇이라고 할까요?;擁護(ようご);옹호, 지지;擁立(ようりつ);추대;排除(はいじょ);배제;排斥(はいせき);배척;<ruby><rb>政策</rb><rt>せいさく</rt></ruby>を<ruby><rb>擁護</rb><rt>ようご</rt></ruby>する<ruby><rb>人</rb><rt>ひと</rt></ruby>と<ruby><rb>排除</rb><rt>はいじょ</rt></ruby>する<ruby><rb>人</rb><rt>ひと</rt></ruby>がいます。;정책을 옹호하는 사람과 배제하는 사람이 있습니다.;ようご (擁護);'지지'는 일본어로 擁護(ようご)라고 합니다. 오늘 배운 擁(よう)를 사용한 단어였습니다!
ADVANCED;肯;(こう);긍정하다;否;(ひ);부정하다;'긍정'을 일본어로 어떻게 말할까요?;肯定(こうてい);긍정;肯定的(こうていてき);긍정적;否定(ひてい);부정;否定的(ひていてき);부정적;<ruby><rb>意見</rb><rt>いけん</rt></ruby>を<ruby><rb>肯定</rb><rt>こうてい</rt></ruby>し、<ruby><rb>否定</rb><rt>ひてい</rt></ruby>しない<ruby><rb>態度</rb><rt>たいど</rt></ruby>が<ruby><rb>重要</rb><rt>じゅうよう</rt></ruby>です。;의견을 긍정하고, 부정하지 않는 태도가 중요합니다.;こうてい (肯定);'긍정'은 일본어로 肯定(こうてい)라고 말합니다. 오늘 배운 肯(こう)를 사용한 단어였습니다!
ADVANCED;抑;(よく, おさ);억누르다;促;(そく, うなが);촉진하다;'억제'를 일본어로 무엇이라고 할까요?;抑制(よくせい);억제;抑圧(よくあつ);억압;促進(そくしん);촉진;促す(うながす);촉진하다;<ruby><rb>感情</rb><rt>かんじょう</rt></ruby>を<ruby><rb>抑制</rb><rt>よくせい</rt></ruby>し、<ruby><rb>成長</rb><rt>せいちょう</rt></ruby>を<ruby><rb>促進</rb><rt>そくしん</rt></ruby>します。;감정을 억제하고, 성장을 촉진합니다.;よくせい (抑制);'억제'는 일본어로 抑制(よくせい)라고 합니다. 오늘 배운 抑(よく)를 사용한 단어였습니다!
ADVANCED;妥;(だ);타협하다, 적당하다;拒;(きょ, こば);거절하다;'타협'을 일본어로 어떻게 표현할까요?;妥協(だきょう);타협;妥当(だとう);타당;拒否(きょひ);거부;拒絶(きょぜつ);거절;<ruby><rb>条件</rb><rt>じょうけん</rt></ruby>に<ruby><rb>妥協</rb><rt>だきょう</rt></ruby>せず、<ruby><rb>提案</rb><rt>ていあん</rt></ruby>を<ruby><rb>拒否</rb><rt>きょひ</rt></ruby>しました。;조건에 타협하지 않고, 제안을 거부했습니다.;だきょう (妥協);'타협'은 일본어로 妥協(だきょう)라고 표현합니다. 오늘 배운 妥(だ)를 사용한 단어였습니다!
ADVANCED;謙;(けん);겸손하다;傲;(ごう);오만하다;'겸손'을 일본어로 무엇이라고 할까요?;謙虚(けんきょ);겸손;謙遜(けんそん);겸양;傲慢(ごうまん);오만;傲岸(ごうがん);거만;<ruby><rb>彼</rb><rt>かれ</rt></ruby>は<ruby><rb>謙虚</rb><rt>けんきょ</rt></ruby>で<ruby><rb>謙遜</rb><rt>けんそん</rt></ruby>な<ruby><rb>態度</rb><rt>たいど</rt></ruby>を<ruby><rb>持</rb><rt>も</rt></ruby>っています。;그는 겸손하고 겸양스러운 태도를 가지고 있습니다.;けんきょ (謙虚);'겸손'은 일본어로 謙虚(けんきょ)라고 합니다. 오늘 배운 謙(けん)를 사용한 단어였습니다!
ADVANCED;寛;(かん);너그럽다;厳;(げん, きび);엄격하다;'관대함'을 일본어로 어떻게 말할까요?;寛容(かんよう);관용, 관대함;寛大(かんだい);관대;厳格(げんかく);엄격;厳しい(きびしい);엄하다;<ruby><rb>教育</rb><rt>きょういく</rt></ruby>では<ruby><rb>寛容</rb><rt>かんよう</rt></ruby>と<ruby><rb>厳格</rb><rt>げんかく</rt></ruby>さの<ruby><rb>均衡</rb><rt>きんこう</rt></ruby>が<ruby><rb>必要</rb><rt>ひつよう</rt></ruby>です。;교육에서는 관용과 엄격함의 균형이 필요합니다.;かんよう (寛容);'관대함'은 일본어로 寛容(かんよう)이라고 말합니다. 오늘 배운 寛(かん)를 사용한 단어였습니다!
ADVANCED;緻;(ち);치밀하다;粗;(そ, あら);거칠다;'치밀함'을 일본어로 무엇이라고 할까요?;精緻(せいち);정밀, 치밀함;緻密(ちみつ);치밀;粗雑(そざつ);거칠음;粗末(そまつ);조잡;<ruby><rb>精緻</rb><rt>せいち</rt></ruby>な<ruby><rb>計画</rb><rt>けいかく</rt></ruby>で<ruby><rb>粗雑</rb><rt>そざつ</rt></ruby>な<ruby><rb>作業</rb><rt>さぎょう</rt></ruby>を<ruby><rb>避</rb><rt>さ</rt></ruby>けました。;치밀한 계획으로 거친 작업을 피했습니다.;せいち (精緻);'치밀함'은 일본어로 精緻(せいち)라고 합니다. 오늘 배운 緻(ち)를 사용한 단어였습니다!
ADVANCED;捉;(そく, とら);붙잡다, 파악하다;逃;(とう, に);도망가다;'포착'을 일본어로 어떻게 표현할까요?;捕捉(ほそく);포착;捉える(とらえる);붙잡다;逃走(とうそう);도주;逃げる(にげる);도망가다;<ruby><rb>問題</rb><rt>もんだい</rt></ruby>の<ruby><rb>本質</rb><rt>ほんしつ</rt></ruby>を<ruby><rb>捕捉</rb><rt>ほそく</rt></ruby>し、<ruby><rb>逃走</rb><rt>とうそう</rt></ruby>を<ruby><rb>防</rb><rt>ふせ</rt></ruby>ぎます。;문제의 본질을 포착하고, 도주를 막습니다.;ほそく (捕捉);'포착'은 일본어로 捕捉(ほそく)라고 표현합니다. 오늘 배운 捉(そく)를 사용한 단어였습니다!
ADVANCED;潜;(せん, ひそ);숨다, 잠재하다;露;(ろ, つゆ);드러나다, 이슬;'잠재력'을 일본어로 무엇이라고 할까요?;潜在(せんざい);잠재;潜伏(せんぷく);잠복;露呈(ろてい);폭로;露出(ろしゅつ);노출;<ruby><rb>能力</rb><rt>のうりょく</rt></ruby>の<ruby><rb>潜在</rb><rt>せんざい</rt></ruby>を<ruby><rb>発見</rb><rt>はっけん</rt></ruby>し、<ruby><rb>問題</rb><rt>もんだい</rt></ruby>が<ruby><rb>露呈</rb><rt>ろてい</rt></ruby>しました。;능력의 잠재를 발견하고, 문제가 폭로되었습니다.;せんざい (潜在);'잠재력'은 일본어로 潜在(せんざい)라고 합니다. 오늘 배운 潜(せん)를 사용한 단어였습니다!
